2333.95,2296.55,2315.25,0.3863179737,0.3721759032,0.3782042701
2295.6,2292.05,2293.825,0.3610553012,0.3692332843,0.3638645338
2302.4,2289.75,2296.075,0.3655347321,0.3677292791,0.3653704571
2297.65,2321.55,2309.6,0.3624057179,0.3885237862,0.3744227294
2330.35,2360.05,2345.2,0.3839465103,0.4136995259,0.3982497825
2371.55,2354.3,2362.925,0.4110865914,0.4099395128,0.4101131116
2347.3,2347.85,2347.575,0.3951121505,0.405721759,0.3998393682
2369.15,2341.75,2355.45,0.4095056158,0.4017328756,0.4051100997
2347.2,2337.35,2342.275,0.3950462765,0.3988556482,0.3962920822
2338.7,2335.7,2337.2,0.3894469879,0.3977766879,0.3928953885
2337.75,2388.5,2363.125,0.3888211851,0.4323034167,0.4102469714
2403.2,2426.3,2414.75,0.431935707,0.4570214157,0.4447995449
2427.45,2433.9,2430.675,0.4479101479,0.4619911721,0.4554581353
2435.1,2441.7,2438.4,0.4529495076,0.4670917116,0.460628472
2448.8,2467.3,2458.05,0.4619742433,0.4838319438,0.4737802021
2467.85,2437.1,2452.475,0.474523237,0.4640837012,0.4700488588
2415.5,2452.3,2433.9,0.4400382069,0.474023214,0.4576166254
2441.7,2467.2,2454.45,0.4572971905,0.4837665522,0.4713707249
2471.5,2493.75,2482.625,0.4769276374,0.5011280039,0.490228231
2495.45,2513.05,2504.25,0.4927044564,0.5137485696,0.5047018272
2502.05,2507.6,2504.825,0.4970521393,0.5101847311,0.5050866743
2494.95,2464.75,2479.85,0.4923750865,0.4821644597,0.4883709256
2472.5,2471.05,2471.775,0.4775863773,0.4862841262,0.4829663342
2478.9,2504.95,2491.925,0.4818023122,0.5084518555,0.496452714
2512.2,2528.2,2520.2,0.5037383485,0.5236553866,0.5153771501
2550.05,2516.7,2533.375,0.5286716511,0.5161353605,0.5241951677
2526.6,2566.85,2546.725,0.5132242021,0.5489292137,0.5331303126
2576.7,2604.45,2590.575,0.5462270676,0.5735164296,0.5624790844
2606,2610.25,2608.125,0.5655281447,0.5773091385,0.5742252861
2614.75,2636,2625.375,0.5712921182,0.5941474579,0.5857706981
2643.2,2642.15,2642.675,0.5900332664,0.5981690371,0.597349575
2650.3,2644.1,2647.2,0.5947103192,0.599444172,0.6003781541
2645.9,2598.65,2622.275,0.5918118639,0.5697237208,0.5836958704
2597.85,2535.3,2566.575,0.560159415,0.5282981854,0.5464159026
2550.65,2556.45,2553.55,0.529066895,0.5421284944,0.5376982799
2553.65,2518.95,2536.3,0.5310431145,0.5176066699,0.5261528679
2504.8,2427.7,2466.25,0.4988636738,0.4579368972,0.4792684559
2422.85,2415,2418.925,0.4448799447,0.4496321726,0.4475938692
2395.65,2358.7,2377.175,0.4269622213,0.4128167402,0.4196506258
2383,2357,2370,0.4186291624,0.4117050842,0.4148484037
2350.5,2277.1,2313.8,0.3972201179,0.3594572503,0.3772337862
2301,2356.25,2328.625,0.3646124963,0.4112146477,0.3871561475
2358.05,2406.35,2382.2,0.4021936036,0.4439758051,0.4230138545
2422.65,2448.55,2435.6,0.4447481967,0.4715710316,0.4587544341
2460.4,2507.25,2483.825,0.4696156253,0.5099558607,0.4910313901
2508.3,2495.25,2501.775,0.5011692632,0.5021088769,0.5030453116
2500.15,2564.95,2532.55,0.4958005336,0.5476867746,0.5236429958
2570.45,2528.55,2549.5,0.5421099437,0.523884257,0.534987618
2525.9,2538.45,2532.175,0.5127630842,0.5303580186,0.5233920086
2548.15,2563.95,2556.05,0.5274200455,0.5470328592,0.539371528
2572.3,2563.6,2567.95,0.5433286124,0.5468039889,0.547336189
2563.05,2570.45,2566.75,0.5372352689,0.5512833088,0.5465330299
2576.55,2518.25,2547.4,0.5461282566,0.5171489292,0.5335820896
2506.8,2548.3,2527.55,0.5001811535,0.5367990845,0.5202964996
2566.5,2554.55,2560.525,0.5395079213,0.5408860553,0.5423666421
2556.35,2566.75,2561.55,0.5328217121,0.5488638221,0.5430526739
2573.65,2557.7,2565.675,0.5442179111,0.5429458885,0.5458135332
2552.3,2508.65,2530.475,0.5301538158,0.5108713422,0.5222541999
2506.25,2479.6,2492.925,0.4998188465,0.4918751022,0.4971220133
2506.8,2527.85,2517.325,0.5001811535,0.5234265163,0.5134529148
2538.05,2572.75,2555.4,0.5207667732,0.552787314,0.5389364835
2581,2586.7,2583.85,0.5490596489,0.5619094327,0.557978047
2603.25,2611.2,2607.225,0.5637166101,0.577930358,0.5736229168
2610.75,2612.4,2611.575,0.5686571589,0.5787150564,0.5765343685
2616.3,2590.65,2603.475,0.5723131649,0.5644923982,0.5711130446
2593.8,2629.05,2611.425,0.5574915187,0.5896027464,0.5764339736
2621.7,2614.9,2618.3,0.57587036,0.5803498447,0.5810354059
2614.85,2625.95,2620.4,0.5713579922,0.587575609,0.5824409343
2634.25,2603.9,2619.075,0.5841375449,0.5731567762,0.5815541128
2606.95,2588.95,2597.95,0.5661539475,0.5633807422,0.5674151663
2592.05,2542.05,2567.05,0.556338724,0.5327121138,0.5467338197
2544.1,2560.9,2552.5,0.5247521491,0.5450384175,0.5369955157
2563.4,2583.2,2573.3,0.5374658279,0.5596207291,0.55091694
2594.65,2562.55,2578.6,0.5580514476,0.5461173778,0.554464226
2573.5,2545.4,2559.45,0.5441191002,0.5349027301,0.5416471454
2539,2555.5,2547.25,0.521392576,0.5415072748,0.5334816947
2558.6,2613.6,2586.1,0.5343038767,0.5794997548,0.5594839703
2623.15,2625.85,2624.5,0.5768255328,0.5875102174,0.5851850612
2629.05,2636.15,2632.6,0.5807120978,0.5942455452,0.5906063851
2637.1,2645.55,2641.325,0.5860149534,0.6003923492,0.596446021
2652.7,2642.15,2647.425,0.5962912948,0.5981690371,0.6005287464
2646.5,2689.85,2668.175,0.5922071078,0.6293607978,0.6144167057
2710.4,2744.3,2727.35,0.634300583,0.6649664868,0.6540224885
2754.75,2759.95,2757.35,0.6635156945,0.6752002616,0.6741014658
2762.2,2741.25,2751.725,0.6684233062,0.6629720451,0.6703366575
2748.5,2744.15,2746.325,0.6593985705,0.6648683995,0.6667224416
2758.45,2758.2,2758.325,0.6659530319,0.6740559098,0.6747540325
2762.8,2726.9,2744.85,0.6688185501,0.6535883603,0.6657352252
2713.45,2756.15,2734.8,0.6363097395,0.6727153834,0.6590087678
2777.55,2786.1,2781.825,0.6785349626,0.6923001471,0.6904825648
2798.55,2794.75,2796.65,0.6923684991,0.6979565146,0.700404926
2788,2798,2793,0.6854187938,0.7000817394,0.6979619838
2797.7,2765.3,2781.5,0.6918085702,0.6786987085,0.6902650425
2772.85,2746.6,2759.725,0.6754388854,0.6664704921,0.6756910515
2742.3,2670.3,2706.3,0.6553143836,0.6165767533,0.6399337394
2649,2644.75,2646.875,0.5938539574,0.5998692169,0.6001606318
2633.8,2602.4,2618.1,0.583841112,0.5721759032,0.5809015461
2583.45,2492.25,2537.85,0.5506735615,0.5001471309,0.5271902818
2518.7,2500.8,2509.75,0.5080201574,0.5057381069,0.508382973
2491,2539.2,2515.1,0.4897730641,0.5308484551,0.511963724
2531.1,2584,2557.55,0.5161885313,0.5601438614,0.5403754769
2602.5,2551.15,2576.825,0.5632225553,0.5386627432,0.5532762198
2553.1,2612.25,2582.675,0.5306808076,0.5786169691,0.5571916204
2609.85,2543.8,2576.825,0.568064293,0.5338564656,0.5532762198
2526.75,2479.45,2503.1,0.5133230131,0.4917770149,0.5039321331
2488.95,2509.3,2499.125,0.4884226475,0.5112963871,0.5012716686
2509,2513.7,2511.35,0.5016303811,0.5141736145,0.5094538518
2513.1,2540.1,2526.6,0.5043312144,0.5314369789,0.5196606653
2545,2522.25,2533.625,0.525345015,0.5197645905,0.5243624925
2533.2,2547.85,2540.525,0.517571885,0.5365048226,0.5289806573
2553.85,2541.75,2547.8,0.5311748625,0.5325159392,0.5338498092
2544.95,2566.35,2555.65,0.525312078,0.548602256,0.5391038083
